Symbol,Name, LastSale , MarketCap ,IPOyear,Sector,Industry,StockUrl
SNMX,"Senomyx, Inc.",$1.26 , $60.21M ,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/snmx
SRTS,"Sensus Healthcare, Inc.",$5.80 , $78.22M ,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",$0.60 , n/a ,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,$9.80 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,$9.98 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,$0.78 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",$1.59 , $100.41M ,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",$8.63 , $349.78M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",$3.49 , $314.64M ,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",$40.34 , $2.14B ,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs
SSC,"Seven Stars Cloud Group, Inc.",$3.24 , $202.8M ,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ssc
SVBI,Severn Bancorp Inc,$7.64 , $93.6M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",$5.20 , $22.14M ,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",$1.15 , $13.37M ,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
SEII,Sharing Economy International Inc.,$4.06 , $11.11M ,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/seii
SMED,Sharps Compliance Corp.,$4.84 , $77.84M ,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",$5.00 , $42.18M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,$31.00 , $1.53B ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",$2.67 , $76.89M ,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",$7.40 , $172.75M ,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",$2.05 , $43.12M ,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht
SHPG,Shire plc,$132.67 , $40.25B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",$22.88 , $387.86M ,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,$17.19 , $218.11M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",$17.02 , $166.39M ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",$71.16 , $2.3B ,2006,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",$14.00 , $171.24M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,$8.39 , $227.85M ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",$14.78 , $306.54M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",$10.67 , $206.95M ,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,$26.45 , $402.66M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",$2.86 , $149.57M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",$16.25 , $582.75M ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,$1.88 , $335.64M ,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",$5.90 , $228.57M ,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/sigm
SGLB,"Sigma Labs, Inc.",$1.50 , $7.47M ,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",$0.40 , n/a ,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",$7.71 , $32.46M ,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,$150.93 , $8.3B ,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,$122.30 , n/a ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbnyw
SLGN,Silgan Holdings Inc.,$27.97 , $3.09B ,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,$63.61 , $473.61M ,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",$89.45 , $3.82B ,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,$44.69 , $1.58B ,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",$8.56 , $5.33B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spil
SAMG,Silvercrest Asset Management Group Inc.,$14.10 , $186.14M ,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg
SSNT,"SilverSun Technologies, Inc.",$3.82 , $17.15M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt
SFNC,Simmons First National Corporation,$28.40 , $5.23B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",$15.85 , $274.09M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,$112.25 , $8.03B ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",$36.45 , $3.71B ,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",$2.37 , $24.73M ,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",$8.11 , $462.43M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Holdings Inc.,$5.96 , $26.77B ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
SITO,"SITO Mobile, Ltd.",$4.98 , $110.18M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito
SKYS,"Sky Solar Holdings, Ltd.",$0.92 , $48.14M ,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
SKYW,"SkyWest, Inc.",$56.35 , $2.92B ,1986,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",$103.58 , $18.9B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
SNBR,Sleep Number Corporation,$36.62 , $1.46B ,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
SLM,SLM Corporation,$10.91 , $4.71B ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm
SLMBP,SLM Corporation,$68.24 , $272.96M ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp
SGH,"SMART Global Holdings, Inc.",$33.17 , $721.48M ,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh
SND,"Smart Sand, Inc.",$8.24 , $332.84M ,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd
SMBK,"SmartFinancial, Inc.",$21.75 , $242.57M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk
SMSI,"Smith Micro Software, Inc.",$2.41 , $34.42M ,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,$2.13 , $35.84M ,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
LNCE,"Snyder';s-Lance, Inc.",$49.97 , $4.86B ,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/lnce
SRAX,"Social Reality, Inc.",$3.59 , $33.48M ,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",$4.06 , $28.47M ,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt
SODA,SodaStream International Ltd.,$78.61 , $1.71B ,2010,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,$34.21 , $1.33B ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,$20.55 , $868.46M ,2010,n/a,n/a,https://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,$16.91 , $271.14M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/suns
SEDG,"SolarEdge Technologies, Inc.",$36.00 , $1.55B ,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg
SLNO,"Soleno Therapeutics, Inc.",$1.75 , $17.5M ,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",$0.13 , n/a ,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow
SLGL,Sol-Gel Technologies Ltd.,$11.79 , $212.04M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl
SLDB,Solid Biosciences Inc.,$26.00 , $887.93M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb
SNGX,"Soligenix, Inc.",$2.03 , $17.71M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",$0.45 , n/a ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngxw
SONC,Sonic Corp.,$24.08 , $926.07M ,1991,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",$2.64 , $11.78M ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sofo
SNOA,"Sonoma Pharmaceuticals, Inc.",$4.45 , $19.6M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",$0.37 , n/a ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoaw
SPHS,"Sophiris Bio, Inc.",$2.00 , $60.22M ,2013,n/a,n/a,https://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",$5.96 , $115.06M ,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",$7.25 , $599.52M ,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,$6.22 , $85.98M ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho
SOHOB,Sotherly Hotels Inc.,$25.37 , n/a ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob
SOHOO,Sotherly Hotels Inc.,$25.08 , n/a ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohoo
SFBC,"Sound Financial Bancorp, Inc.",$35.05 , $87.98M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,$86.75 , $3.19B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb
SFST,"Southern First Bancshares, Inc.",$42.95 , $314.36M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",$36.49 , $314.14M ,n/a,Finance,Banks,https://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",$15.87 , $379.55M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",$34.08 , $1.19B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
SP,SP Plus Corporation,$36.55 , $823.13M ,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp
SGRP,"SPAR Group, Inc.",$1.33 , $27.37M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",$10.55 , $365.35M ,2014,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spke
SPKEP,"Spark Energy, Inc.",$23.32 , n/a ,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep
ONCE,"Spark Therapeutics, Inc.",$54.80 , $2.03B ,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",$15.40 , $540.59M ,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,$21.97 , $812.27M ,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/sptn
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,$24.86 , $138.59M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwfi
SPPI,"Spectrum Pharmaceuticals, Inc.",$20.36 , $2.05B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi
SPRO,"Spero Therapeutics, Inc.",$11.20 , $51.53M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro
ANY,Sphere 3D Corp.,$2.18 , $15.5M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,$1.32 , $8.23M ,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex
SPI,"SPI Energy Co., Ltd.",$0.73 , $52.79M ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi
SAVE,"Spirit Airlines, Inc.",$39.09 , $2.71B ,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
SPLK,Splunk Inc.,$88.78 , $12.56B ,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",$13.90 , $277.77M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok
SPWH,"Sportsman';s Warehouse Holdings, Inc.",$4.84 , $206.08M ,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh
SBPH,"Spring Bank Pharmaceuticals, Inc.",$12.09 , $156.58M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph
FUND,"Sprott Focus Trust, Inc.",$7.84 , $194.9M ,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund
SFM,"Sprouts Farmers Market, Inc.",$26.66 , $3.55B ,2013,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm
SPSC,"SPS Commerce, Inc.",$54.68 , $936.5M ,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc
SSNC,"SS&C Technologies Holdings, Inc.",$49.01 , $10.09B ,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc
SSLJ,SSLJ.com Limited,$3.88 , n/a ,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj
SSRM,SSR Mining Inc.,$8.30 , $994.69M ,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm
STAA,STAAR Surgical Company,$15.20 , $625.7M ,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa
STAF,"Staffing 360 Solutions, Inc.",$3.16 , $12.32M ,1996,Technology,Professional Services,https://www.nasdaq.com/symbol/staf
STMP,Stamps.com Inc.,$179.10 , $3.13B ,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp
STLY,"Stanley Furniture Company, Inc.",$0.67 , $9.99M ,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/stly
SBLK,Star Bulk Carriers Corp.,$11.17 , $708.35M ,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk
SBLKZ,Star Bulk Carriers Corp.,$24.35 , n/a ,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblkz
SBUX,Starbucks Corporation,$55.67 , $78.25B ,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux
STFC,State Auto Financial Corporation,$28.63 , $1.21B ,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc
STBZ,State Bank Financial Corporation.,$29.34 , $1.14B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stbz
STDY,SteadyMed Ltd.,$2.98 , $79M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stdy
GASS,"StealthGas, Inc.",$4.55 , $181.17M ,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass
STLD,"Steel Dynamics, Inc.",$44.86 , $10.63B ,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld
SMRT,"Stein Mart, Inc.",$0.54 , $25.89M ,1992,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/smrt
STLR,Stellar Acquisition III Inc.,$10.24 , $92.26M ,2016,Finance,Business Services,https://www.nasdaq.com/symbol/stlr
STLRU,Stellar Acquisition III Inc.,$10.66 , n/a ,2016,Finance,Business Services,https://www.nasdaq.com/symbol/stlru
STLRW,Stellar Acquisition III Inc.,$0.52 , n/a ,2016,Finance,Business Services,https://www.nasdaq.com/symbol/stlrw
SBOT,"Stellar Biotechnologies, Inc.",$0.79 , $8.26M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbot
STML,"Stemline Therapeutics, Inc.",$15.55 , $393.21M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml
SRCL,"Stericycle, Inc.",$72.17 , $6.16B ,1996,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srcl
SRCLP,"Stericycle, Inc.",$56.31 , n/a ,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srclp
SBT,"Sterling Bancorp, Inc.",$12.76 , $675.81M ,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sbt
STRL,Sterling Construction Company Inc,$12.17 , $329.21M ,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl
SHOO,"Steven Madden, Ltd.",$42.80 , $2.53B ,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/shoo
SSFN,Stewardship Financial Corp,$11.05 , $95.53M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn
SFIX,"Stitch Fix, Inc.",$20.00 , $1.94B ,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/sfix
SYBT,"Stock Yards Bancorp, Inc.",$35.55 , $806.24M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt
BANX,StoneCastle Financial Corp,$21.51 , $140.72M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banx
SSKN,"Strata Skin Sciences, Inc.",$1.38 , $5.63M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn
SSYS,"Stratasys, Ltd.",$20.21 , $1.08B ,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,$24.11 , n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hndl
STRT,Strattec Security Corporation,$35.10 , $130.02M ,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt
STRS,Stratus Properties Inc.,$29.85 , $242.79M ,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs
STRA,"Strayer Education, Inc.",$90.99 , $1.02B ,1996,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stra
STRM,"Streamline Health Solutions, Inc.",$1.68 , $33.57M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/strm
SBBP,Strongbridge Biopharma plc,$6.80 , $273.07M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp
STB,Student Transportation Inc,$6.06 , $575.96M ,n/a,Transportation,Other Transportation,https://www.nasdaq.com/symbol/stb
SUMR,"Summer Infant, Inc.",$1.17 , $21.78M ,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr
SMMF,"Summit Financial Group, Inc.",$22.13 , $273.49M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf
SSBI,Summit State Bank,$13.15 , $79.45M ,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi
SMMT,Summit Therapeutics plc,$11.52 , $171.95M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt
SNHY,Sun Hydraulics Corporation,$55.22 , $1.74B ,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy
SNDE,Sundance Energy Australia Limited,$5.84 , $73.17M ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
SNSS,"Sunesis Pharmaceuticals, Inc.",$5.89 , $201.72M ,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss
STKL,"SunOpta, Inc.",$6.95 , $603.01M ,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl
SPWR,SunPower Corporation,$7.38 , $1.03B ,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr
RUN,Sunrun Inc.,$5.97 , $637.52M ,2015,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run
SUNW,"Sunworks, Inc.",$1.04 , $23.35M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw
SMCI,"Super Micro Computer, Inc.",$18.40 , $895.95M ,2007,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",$3.09 , $46.16M ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb
